,Origin,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Hardness,ph,Survivability
213,2.0,11642.72754,5.890684294,337.8564883340909,363.5063443,10.7401459,3.923443706,3.462763987,7.5,7.533614823,0
219,1.0,28487.7086,5.31873198,351.9607232,474.772519,14.68397047,3.981154588,4.006991559,8.9,8.875642278,0
221,1.0,25648.5695,7.222971557,295.2368921,374.7703158,14.03826326,4.321470172,3.539771111,6.6,6.613709118,0
222,1.0,16723.97724,7.675826174,282.5398923,595.3292635,18.75613937,4.159551284,2.148611536,7.7,7.735705022,0
223,2.0,10704.60318,6.110019418,351.5974227,405.9001841,13.55036657,4.102026133,4.703803489,9.9,9.925041328,0
224,1.0,19523.12486,7.244753274,330.3615123,366.4917287,15.68940449,4.037728346,4.904837415,9.0,9.00258311,0
225,1.0,26307.29845,10.2198041,380.2014982,513.8775793,18.27241832,4.133968831,4.35219347,5.1,5.095766465,0
228,0.0,12105.72193,5.396716118,296.2388769,469.8356255,15.83176344,4.139988434,3.778606788,7.7,7.682872498,0
231,2.0,25008.53225,4.948814509,298.576676,429.544773,17.72972404,4.049132538,3.268324836,4.4,4.443238899,0
232,1.0,23114.44608,6.500825402,323.1557769,470.0787053,16.08284748,4.204628689,4.766943236,7.0,6.978664262,0
233,2.0,17167.3013,6.049600899,311.7262883,410.2432475,15.91450007,4.189976341,2.915165951,6.6,6.623613566,0
234,1.0,28102.75663,5.682035302,330.0235306,291.1484489,17.47063098,4.332071937,3.316157657,3.7,3.664710562,0
235,1.0,17650.40505,8.121080147,350.4879387,414.030709,10.99941608,3.879554892,5.190851805,4.8,4.814135621,0
236,1.0,24160.35432,9.458128324,321.1315442727273,428.5532485,16.02250323,4.187724143,4.656377233,5.8,5.779673705,0
238,0.0,28544.61629,6.500052537,339.0238982,522.79373,17.11527603,4.194359977,3.727663719,7.4,7.436782609,0
239,2.0,22833.19204,5.922450614,378.5603036,411.2950246,16.58457144,4.215505612,3.917586695,4.7,4.723312573,0
241,1.0,20418.88993,7.214895724,325.2288808,351.1860809,16.80039961,4.241117814,4.033773709,7.8,7.810144933,0
242,2.0,20724.93036,7.700100188,325.47460244,469.7613277,14.21576467,4.205855794,4.41111744,9.4,9.436637164,0
244,0.0,8532.139517,5.987876584,286.4892804,491.7653132,10.54688624,4.324169848,4.501457204,6.3,6.321259315,0
247,2.0,8870.902966,6.011342433,332.0026304,425.2268617,10.84773685,4.567129937633334,3.700945733,8.9,8.896418988,0
249,2.0,18536.69865,8.757133179,342.5480142,385.1146477,13.88883433,4.385799953,5.162729749,6.8,6.755145902,0
250,1.0,13168.52916,9.444471086,310.5833739,592.659021,8.606396747,4.364084884,3.875165247,9.4,9.445129838,1
251,0.0,19859.67648,8.016422649,300.150377,451.143481,14.77086294,4.314524067,3.985250506,9.0,9.024845037,1
254,1.0,20401.10246,7.681806287,287.0856791,315.5499,14.53351004,4.322881755,3.939895657,7.2,7.174135163,1
256,0.0,28049.64628,8.827061283,297.8130845,358.7258688,18.70927337,4.12570466,4.052135728,8.3,8.322986672,1
257,1.0,23249.65383,4.602849948,339.18724604418605,277.3845373,11.36686342,4.213962116,5.217895024,5.9,5.934279093,1
258,2.0,27357.45674,9.218150393,323.1990765,512.4287308,14.16893351,4.10189002,2.764633881,9.8,9.802720782,1
259,2.0,15976.92623,8.857160044,308.4826954,417.8435527,13.1472795,4.151128745,3.53559633,6.1,6.101955231,1
260,1.0,26849.19474,6.130756542,374.2329606,297.61154,15.57157096,4.270540096,3.404632906,5.0,4.997770601,1
261,0.0,16392.13507,7.461170474,278.7422964,481.4808283,15.5172963,4.365558954,4.375223811,4.8,4.815766791,1
262,2.0,25508.38695,6.749377795,366.871502,497.3217528,16.56316651,4.386064452,3.611860372,6.5,6.548020558,1
268,2.0,21728.8213,8.803174745,279.7768565,539.4668769,12.99414,4.050213417,4.726702454,6.9,6.869638941,1
271,0.0,22644.76635,7.886854527,293.3098537,373.3456926,17.41168255,4.056976436,5.062297798,7.3,7.275908774,1
273,2.0,35804.29261,8.066059052,320.1021726,468.5628288,16.16409127,4.278701001,3.762741072,7.2,7.207886781,1
277,0.0,28897.49153,6.048524614,330.9478754516129,360.1791773,12.24734356,4.221780871,5.091357101,5.3,5.33418358,1
279,0.0,13777.37619,7.483257698,328.6806496,563.4347751,16.46083688,4.311022637,4.104863275,6.3,6.286806948,1
280,0.0,20682.73174,9.390842593,291.9800835,427.1239484,11.85322809,4.378413483,2.945418738,9.8,9.794558699,1
286,0.0,15949.15318,7.500573233,341.8448952425,372.5352428,17.89572372,4.362561983,3.833159746,5.7,5.671773833,1
288,0.0,34006.42073,8.691206175,274.9043512,477.1639068,14.36963009,4.371636122,4.687986155,6.6,6.552847474,1
291,1.0,6552.626314,5.389248621,390.596392,516.2840829,17.01078491,4.081626263,4.28894682,7.7,7.710959939,1
292,2.0,20008.13496,8.767875035,275.7673211,475.9091299,12.6146689,4.21380003,3.424701921,8.3,8.291299006,1
293,0.0,12883.7265,4.739360117,325.3877548342105,389.4059776,14.5601358,4.349733478,3.466645288,6.2,6.193170101,1
294,2.0,15618.17025,6.157490739,372.9274557,390.6572261,15.03031511,4.160843925,4.927218272,9.0,9.032660579,1
296,0.0,25840.57889,7.487823264,312.9827267,323.2989152,16.40615622,4.250744275,3.418610803,7.1,7.12942473,1
299,2.0,29483.60185,10.49384092,298.7372193,321.7483389,9.751086325,4.300469761,3.682919645,8.1,8.075494508,1
302,0.0,16953.89874,8.774306102,293.5742499,554.1205362,14.25464074,4.015241872,3.633213756,5.7,5.667650647,1
307,1.0,19216.68309,9.212778722,339.18724604418605,420.2912301,11.11927378,4.193126756,5.412090885,5.9,5.873675846,1
308,2.0,15300.83867,7.486598424,316.9569345,498.665928,19.60042881,4.032488887,5.163088154,6.8,6.79546901,1
309,0.0,16266.43445,7.939074358,363.8668902,557.4860613,13.19534068,4.333797343,3.807562606,10.0,10.04102797,1
315,0.0,11567.88784,9.889949955,328.2001718097561,510.4144025,10.65093547,3.737498385,4.471842,8.1,8.062805643,1
316,2.0,23318.18798,9.08403988,324.8516587,294.6365314,17.18676578,4.298215262,3.532958335,7.8,7.82197094,1
318,1.0,25589.61059,9.785695834,332.15673549545454,489.7034439,14.38960913,3.859971142,2.346578095,6.6,6.593764313,1
319,2.0,26618.05964,6.105573329,343.289234,379.7251816,10.89992641,4.017836662,4.888061137,9.2,9.161088613,1
321,1.0,16115.92986,7.707342333,344.58106691,439.9444081,18.44079003,4.113261867,3.982867293,4.6,4.642953052,1
323,2.0,11245.73577,7.212253931,329.3383664,369.5555133,15.64005334,3.954130785,2.285987849,5.6,5.564342491,1
325,1.0,13551.95334,4.313264846,339.5119156553572,430.4872957,19.39632945,4.291494323,2.664832796,7.4,7.443189014,1
326,0.0,23736.81626,9.100772079,317.8804857,426.2311291,17.98595656,4.037684135,3.31462973,3.7,3.657123133,1
327,1.0,21153.32283,7.944469309,346.0750158,335.1976082,14.34767609,3.94434396,5.145152871,9.6,9.597191857,1
328,0.0,29957.19122,7.675187646,321.2508981,378.0855456,13.12769368,4.29167789,3.990437572,7.0,6.964225943,1
329,0.0,22989.35118,6.231913253,343.4390173,401.1408786,14.25268374,4.178858671,4.268227482,7.7,7.672909523,1
335,0.0,25510.0973,6.614114031,385.4026595,388.467266,11.88716125,4.252401584,3.736228471,10.0,10.02622381,1
337,2.0,18621.42492,6.879418388,338.6697678488889,309.2546197,19.05698492,4.299858343,5.260014766,8.0,7.952929116,1
338,2.0,21082.85204,8.369354098,347.8165145,469.795375,13.49640431,4.111625494,4.178478951,5.5,5.500186641,1
340,0.0,12837.50606,5.164448055,373.9917105,558.8155667,12.25408076,4.259466413,4.396604556,6.8,6.848331559,1
343,2.0,11734.44886,7.123611323,346.14649628333336,447.0280768,12.73604425,3.711802717,3.205128767,8.7,8.716820334,1
347,2.0,38969.38899,8.925515312,330.0225427333333,514.7629185,10.16030276,4.278054028,3.96599397,3.6,3.551579177,1
348,1.0,18203.73003,8.926826327,309.5419774,498.6508327,12.28782443,3.970834051,3.776040837,8.5,8.529669348,1
349,0.0,21366.2836,7.490944014,315.1804054,497.0192345,11.41701861,3.85467347,3.756391707,8.1,8.065339036,1
352,1.0,18088.35485,7.527375309,388.7686566,409.4509977,12.39770353,4.164479018,4.168541279,9.5,9.495456382,1
353,0.0,9025.07936,7.217787958,338.3969097,328.4331103,9.142523494,3.778565103,3.634844542,8.1,8.052893916,1
358,2.0,30914.11158,6.207729478,371.6493915,356.8622871,8.073420571,4.361672616,3.937188442,5.1,5.117390303,1
362,0.0,21979.03167,5.630557592,363.8317057,349.1860855,9.55173234,4.240043215,4.545340927,6.9,6.876451043,1
364,1.0,13900.77927,6.467744129,331.80249199499997,429.8278189,17.27466256,4.131090876,3.153809337,5.0,4.993530734,1
369,1.0,33737.28852,6.300870702,337.9074676641791,395.4070038,14.18239607,3.708753331,4.105495485,7.0,6.952511674,1
373,1.0,7714.746969,6.087237735,338.6697678488889,440.938978,22.50467944,4.143246525,3.480640837,8.0,8.02724787,1
375,0.0,29983.11601,7.383818681,329.7315466,604.6312629,17.74122824,4.191425531,4.840562301,6.0,5.991283475,1
379,2.0,20438.22469,8.024953111,315.8056588,458.6772315,12.53868069,3.948402578,3.486646409,9.4,9.443358884,1
381,2.0,25151.41157,4.613310783,375.612318,296.074382,15.08869952,4.318499942,4.404040365,6.5,6.512900833,1
384,1.0,13623.16006,7.235921759,385.0591343,369.5912891,12.32260382,4.241410945,2.568079877,9.7,9.739561949,1
391,0.0,9460.322635,5.941011848,339.5119156553572,402.0199449,15.63945476,3.647782724,3.215219463,7.4,7.378597016,1
392,2.0,15902.94528,5.257789016,346.5845565,347.353336,15.98941896,4.129656597,2.227727884,6.7,6.66400305,1
393,2.0,17968.88278,8.254114831,330.31247433333334,358.7176769,10.52016145,4.064642988,4.333636278,6.8,6.775582812,1
394,2.0,24283.65879,8.855544474,329.004205,333.6237939,16.51623165,4.22318436,3.802116117,8.7,8.736371211,1
395,0.0,16911.20377,6.89050548,320.1008753,520.1113582,12.85423898,4.216771266,4.025762216,7.1,7.146976296,1
397,2.0,25653.69023,5.929307622,328.3295797,529.0525353,13.53940958,3.672413081,3.603325615,5.0,5.040331692,1
399,1.0,14336.62752,5.264310045,335.08323496470587,421.4853341,7.496410136,4.228653499,4.043334781,7.7,7.745499128,1
402,2.0,15417.93283,7.728859875,315.4049171,424.461152,15.28426758,4.124261467,3.896090487,5.8,5.767349597,1
403,0.0,13839.71343,8.08824197,321.2961415,369.9693333,14.89609216,4.214711784,5.661104287,7.1,7.088940642,1
404,0.0,19663.46943,8.433448388,283.2704951,431.3047161,20.69619806,4.110429972,4.388551012,8.0,8.029181613,1
406,0.0,20834.29428,5.036010053,378.9986845,411.1144853,17.76964143,4.379741979,3.15633142,4.7,4.725785565,1
407,1.0,10389.54254,6.295405022,327.1938979,403.189913,15.06704165,4.300773363,3.218709224,8.2,8.19576536,1
409,2.0,28827.36019,4.945555199,389.8892709,593.3962245,12.07920712,4.08367967,4.366031351,7.0,7.039094321,1
412,1.0,36438.31088,5.551660447,337.9638906,367.9979774,20.16073442,3.989127058,4.823082014,6.9,6.945224092,0
413,0.0,26831.61041,6.202721182,318.3766764,498.1423861,9.657360417,3.998357069,3.323069564,5.7,5.742110407,0
414,2.0,17925.35212,8.43547011,303.7341659,552.3087055,10.33998559,4.074492323,5.235111121,5.6,5.59662785,0
415,2.0,26736.08557,10.41658888,309.4168828,557.4956847,16.51972223,4.128381718,3.663922184,7.4,7.350378987,0
416,1.0,31414.52581,4.528076191,349.7346616,567.0272739,15.96353978,4.304370523,4.012517558,6.3,6.262798867,0
419,1.0,22229.23009,9.922077893,295.1318312,449.1471915,12.00154741,4.16554799,3.902837834,5.0,4.961352728,0
422,1.0,23920.25478,7.018164992,303.7916881,484.5857912,13.43350592,4.225393061,2.722908161,6.3,6.252410005,0
423,2.0,19384.03743,9.868237892,325.4968479,386.0553312,11.26512723,4.223502754,4.069358772,8.0,7.967344823,0
425,1.0,40879.78957,7.030699301,310.6324499,370.27088,14.3753683,4.314242281,3.145842903,7.6,7.60952119,0
427,1.0,14673.67067,6.240247621,366.8176388,442.3374864,19.62602199,4.216806728,4.218831154,9.9,9.879071258,0
429,1.0,31101.68428,3.692065358,343.8272757,530.2214099,13.67547972,4.268787413,3.44672846,7.0,6.961891686,0
430,1.0,15489.32566,5.620298799,361.9704241,423.4208384,15.37154969,4.336579235,3.60090567,8.1,8.060609624,0
431,1.0,23432.96269,5.927868127,328.359206,325.3877076,14.03355283,4.120192301,3.832597167,7.2,7.240271791,0
432,1.0,25396.01178,4.960558358,342.4535457,444.6785788,16.11543236,3.787412082,5.048833995,7.5,7.486779709,0
433,0.0,27554.34526,5.681716197,362.4895603,519.0316251,14.48221298,4.036512375,2.977359946,8.4,8.410460643,0
435,0.0,16314.23338,8.063020679,328.4052366880952,435.783775,10.65887825,4.144460654,5.142471132,6.1,6.09617989,0
436,2.0,39960.29895,6.697657121,297.1855495,437.7279153,15.96749019,4.024106582,4.144998518,6.4,6.384824009,0
439,1.0,21910.76357,9.752878652,319.3567433,352.456041,14.1541096,4.193203427,5.120887965,5.9,5.873157137,0
442,2.0,27000.10688,6.691806012,335.58981206190475,350.0049779,12.49050929,3.928938421,4.689842818,5.2,5.152203722,0
443,1.0,26703.85347,6.509065395,341.3418987,374.0728447,8.811986112,4.301355993,3.422470521,7.9,7.858662779,0
444,0.0,22057.37916,8.12440319,335.08323496470587,397.3996598,14.89756316,3.949712471,3.031364369,7.7,7.704410252,0
445,2.0,22888.78806,7.663987986,319.4634909,325.5375394,16.78830607,4.093698023,4.410697353,6.7,6.728004386,0
446,0.0,6700.775054,6.879857695,350.592369,498.9319114,14.56216135,4.21511013,4.956358408,10.5,10.46450248,0
447,1.0,20868.62798,6.962789991,330.9342898,422.039495,16.12897565,4.366868961,4.567087634,9.1,9.11278625,0
448,2.0,12677.8415,7.295211586,333.5825418,589.5522114,14.85222533,3.702027304,3.611057441,8.1,8.079808358,0
449,0.0,26177.78951,3.914353184,334.1611267,380.4599178,9.633631144,3.760081807,3.696640141,7.1,7.078659419,0
451,1.0,8896.195118,7.837861189,328.9398171,430.8368251,12.26349197,4.348136899,3.15994937,8.0,8.043889299,0
453,0.0,21144.97526,7.607610853,322.7330944,306.3559039,14.17100954,4.176485505,4.063613621,5.5,5.483974109,0
458,0.0,2552.962804,9.202633941,347.9751368,517.4274709,13.96342114,3.770198147,2.283475159,8.7,8.692115322,0
462,1.0,15249.62024,7.076221686,341.5268734,361.9016284,21.27809453,4.567129937633334,2.752134121,8.9,8.926113143,0
463,1.0,18409.03732,3.72377618,348.2098631,389.6832344,13.20542545,4.115638595,2.856175487,6.4,6.353110302,0
464,2.0,26132.21181,6.304459107,309.2370093,326.0262267,8.138227491,3.85200248,2.956748075,6.7,6.681553568,0
