,Origin,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Hardness,ph,Survivability
45,0.0,35606.4,7.184351089,299.7867108,504.6382604,16.14079002,4.363559455,4.137739016,216.8504739,5.702925977,0
46,2.0,10575.2,4.462707246,315.6065944,391.1843151,13.28533392,8.963537797,3.195710328,209.638293,6.953864226,0
47,2.0,15758.7,5.570783575,307.3525858,323.8079132,10.09086975,4.375414629,3.999775382,173.3754984,10.68296643,0
48,2.0,34415.9,6.32192899,304.5352242,470.3291685,18.59940992,4.295973442,4.405586,129.8905723,8.461330874,0
49,1.0,21536.2,4.915101055,317.8829005,404.7177992,13.76832331,3.890408524,3.626135442,200.1914004,8.757257397,0
50,2.0,27492.3,7.046224798,299.8204779,383.79502,16.18206649,4.340285388,3.048057223,168.3884308,6.676137319,0
51,0.0,12013.6,5.212314602,247.200826,605.2201244,9.61134874,4.205948154,2.447444464,100.4576151,7.809631898,0
52,0.0,19871.8,4.96106638,288.0521917,545.9749938,10.94202426,4.286718398,3.742090426,145.0101719,6.652488091,0
53,2.0,11920.6,7.230794769,339.7519188,527.70891,18.27531211,3.88434107,3.794531591,211.7141418,9.147197055,0
54,2.0,21783.7,6.991259996,340.3903784,456.5564021,16.48283537,3.562523657,3.96468635,181.8933656,10.56074464,0
55,0.0,30616.6,9.379133541,337.1737674,404.6707773,15.93448387,4.213918978,4.781188177,260.0921726,7.484254838,0
56,0.0,28779.7,8.282808465,381.6493229,481.3188027,6.016336609,3.691156144,3.94060453,238.3351125,8.520806573,0
57,1.0,24323.9,7.230164127,324.8930378,405.330482,8.236557503,9.218869856,4.460683932,190.2870501,4.999413811,0
58,2.0,16963.6,8.33561855,300.0442343,360.9959945,12.82386095,4.286575265,4.405385706,157.8011936,4.872560878,0
59,0.0,20557.2,8.18731905,341.5971527,290.1809831,16.62225518,4.104658811,4.08990769,155.0557268,4.08359488,0
60,0.0,32144.8,6.994839617,348.3594482,269.4490512,9.6541256,4.170426573,3.902879712,233.402835,3.906078355,0
61,1.0,20965.5,5.375559892,327.6505425,369.3381209,13.75810517,2.939993458,3.923749169,213.0178297,6.391353624,0
62,1.0,35729.7,8.810843045,384.9437789,296.3975472,16.92709218,4.210950296,3.855602212,229.4856937,6.975209178,0
63,2.0,24656.2,8.231900338,347.0697246,398.345418,12.38077079,3.900774475,4.477960248,195.1437388,8.692092013,0
64,2.0,32653.9,6.53423741,314.2083463,416.2396301,11.11965925,4.372923452,4.068688909,127.7396738,8.085759801,0
65,1.0,21815.1,7.873991885,327.4742031,362.1080043,14.93301266,4.172444152,5.215689206,212.3066183,6.203977702,0
66,1.0,34873.9,8.983276144,374.4335045,669.7250862,13.35318143,4.350559184,5.106655774,238.5693804,5.058108869,0
67,0.0,27420.2,8.417305032,369.3100078,485.9745005,11.35113273,4.232220142,4.620793452,103.4647587,5.547576263,0
68,1.0,12830.5,4.502117034,326.9615176,333.329848,16.04514848,3.9298316,3.439740042,211.200526,6.632990254,0
69,0.0,24964.8,5.837086493,349.2692713,501.1827807,17.28771328,3.951109218,3.636364183,179.8897882,7.261550522,0
70,1.0,6743.3,3.803036424,277.5990986,428.0363444,9.79962469,9.022496305,3.884891044,183.08931,7.160467231,0
71,2.0,33223.6,7.05050316,297.0781535,504.378681,9.001820488,3.894816443,4.157533407,116.2993299,5.704764776,0
72,2.0,19460.4,7.092462955,300.131272,556.65371,14.08360835,4.075791424,5.325833446,130.9444639,6.217273135,0
73,1.0,22984.1,7.518764659,326.3979533,352.9425881,18.70440906,4.261381886,3.873470298,242.2286673,8.67993497,0
74,2.0,14859.5,5.598326766,344.4423937,425.2135748,15.77183437,3.91903837,4.655916599,219.3009142,7.266594535,0
75,0.0,25650.8,6.766009907,295.2368921,383.0143102,13.93478804,9.033187822,5.02278363,211.3601667,6.897322141,0
76,0.0,23029.7,6.821679099,286.5228468,307.379142,9.712231911,8.785214142,3.762615331,158.7320758,3.514545529,0
77,1.0,37962.2,6.684570274,326.6940179,467.5629729,14.56726886,3.94309482,3.662837732,163.6397469,3.722500486,0
78,2.0,24468.0,5.756930039,314.7995983,477.5813462,16.24550434,4.072945967,2.293431406,176.6839728,6.455004797,0
79,0.0,31903.4,9.865047503,376.9379723,425.9134002,8.992754272,4.255743479,3.50837265,217.522862,7.316804754,0
80,2.0,28689.6,7.7244323,335.2577773,410.3872638,15.6118593,4.012762856,5.013463351,233.7643427,1.844538366,0
81,1.0,12531.6,7.730722948,291.1972605,443.5703721,18.0990781,8.806064288,3.75899586,168.728583,5.519125656,0
82,2.0,9566.1,6.505923139,311.4526625,504.1459941,11.53214401,8.816045033,3.772420928,204.9617498,7.408985467,0
83,2.0,27268.0,7.648599331,383.6571521,514.1189201,12.25679025,8.848969742,2.994671096,258.952732,5.976769618,0
84,2.0,23827.3,5.127746861,266.9084283,573.4002951,9.833874585,9.129250666,4.191217515,133.8342291,6.395359132,0
85,0.0,13116.7,7.879347671,334.6861775,417.241656,7.507662315,4.270359984,3.612519615,195.4177209,6.20964226,0
86,1.0,27159.4,7.884990658,350.4452927,465.4137746,13.86396488,4.186806103,4.916579161,232.0751766,6.762832522,0
87,2.0,21470.3,6.79984141,329.178429,430.5077069,15.96604294,4.099203957,3.385508444,199.1812511,9.918717064,0
88,0.0,12652.4,6.655126363,398.6477857,487.459131,9.347633986,4.232943346,5.00246726,300.2924758,10.15544017,0
89,2.0,28608.1,6.325442404,377.4045382,506.9383527,13.55375101,3.770032713,2.555026904,206.3696824,8.721726711,0
90,1.0,17153.3,7.659203939,329.2803146,575.1146944,11.87098148,4.250063093,4.383921814,197.9797828,6.028101118,0
91,0.0,29721.9,6.869690215,357.303221,420.7095912,9.226618665,4.030592989,3.355164642,199.1078856,8.594217251,0
92,1.0,20416.8,8.457830699,356.3842719,291.1048366,19.27005426,9.089523783,3.172789769,237.9199268,6.099646705,0
93,2.0,27965.1,6.588374366,373.5532353,588.3196505,16.14573205,4.096416595,2.019042018,253.2170742,9.02678772,0
94,1.0,11609.1,5.495737655,304.2831932,551.1433372,9.387781276,4.042314252,3.651865808,203.1465468,6.953371603,0
95,2.0,26687.9,7.587196418,329.2318529,548.0727613,15.83633021,3.743927328,5.359460295,197.8760897,6.140877557,0
96,2.0,23873.4,6.181839616,341.9872341,333.0507859,10.66179894,9.028252732,4.764508265,220.6705396,7.077874007,0
97,2.0,21485.2,8.187415791,280.6032867,441.3311375,14.86026268,8.983719542,5.066786272,135.8023617,5.488314309,0
98,2.0,24627.9,6.202469332,289.7686966,418.4332899,13.64314709,4.170282431,3.710053126,120.3276153,7.205559175,0
99,2.0,20868.3,7.726040434,320.4214322,426.9943932,10.2142746,4.149951537,3.108769988,163.2748283,9.177869866,0
100,1.0,24405.3,7.391510138,297.2067392,349.5189104,13.47852645,4.015929576,3.763905903,166.8377085,4.270716195,0
101,0.0,11519.0,8.88955868,329.9396312,494.1584341,18.14537425,4.313687862,4.880875156,223.2649397,7.348844512,0
102,0.0,11837.1,7.483708838,308.3985155,474.2404823,21.84591625,3.977290032,5.083014142,175.6128363,8.52616987,0
103,0.0,36152.8,8.330388898,329.0397102,590.7487872,17.69511436,9.291673219,3.995973787,169.0419175,7.296037734,0
104,2.0,34798.3,6.796439154,377.1434889,468.0802666,13.17076321,3.922443918,4.76520537,188.8041257,2.612035915,0
105,0.0,22989.8,8.270792937,358.847115,435.0008983,17.08424565,4.149805082,3.875556805,204.1236484,8.490571562,0
106,1.0,22539.7,6.957204179,334.0411862,463.3988471,11.62301916,4.257254618,3.398592587,213.5419323,7.296572875,0
107,2.0,9624.3,7.954015627,348.4081949,344.3033625,7.935467758,4.370820958,5.525726338,254.6175187,8.858401531,0
108,0.0,27776.9,6.443097878,347.9304004,245.859632,14.63688226,4.309786968,3.977362364,189.995846,6.098156521,0
109,1.0,13238.0,3.998265841,308.1426389,463.6472774,17.20956506,3.907675803,3.962478314,185.7189888,8.419970682,0
110,2.0,12311.3,7.289866041,332.2393595,353.7401,14.17176257,4.222830706,5.23998187,222.6615514,9.286155021,0
111,0.0,12710.2,7.303126583,346.4032581,445.3741474,6.063461913,4.160881773,4.238589203,226.2847878,7.875895135,0
112,1.0,36477.7,8.386761008,426.5435898,339.4113267,17.48584425,4.118775102,3.724836704,252.2654912,7.725332908,0
113,0.0,20230.1,8.56978153,349.1559987,353.9129274,18.20833967,8.847005806,2.798600948,212.0289445,3.388090611,0
114,0.0,21871.8,7.165509192,318.1726874,373.0501016,16.82661946,4.318635188,3.90235259,218.424637,6.745306715,0
115,1.0,28062.6,9.615147027,357.2267095,263.7719135,13.4452252,4.220324407,5.629015636,190.4238985,8.322986672,0
116,1.0,14101.0,9.008495194,358.7247021,290.4238384,17.14990713,8.838286324,4.597165512,261.8507998,7.183825723,0
117,0.0,15331.3,5.392651282,361.9029262,403.0418101,16.13112429,4.128925463,3.425763242,240.4321002,10.1119767,0
118,0.0,8855.1,6.888688939,241.6075323,489.8516004,13.3659062,9.075535349,3.14915751,122.5410399,7.397413299,0
119,0.0,42550.8,7.33464764,279.6752556,442.5457745,14.66691724,3.858285965,6.204846359,196.583886,7.812804388,0
120,0.0,27433.6,7.091521514,307.3970883,342.1963466,18.40384583,8.81815031,3.827650072,136.8792139,6.877456933,0
121,1.0,16367.5,7.687037186,312.3940785,468.9450148,18.60138073,3.923199691,4.664350321,146.9702452,6.339142826,0
122,0.0,27418.8,7.136498392,369.3100078,274.6605966,9.5785846,4.295609292,4.197595209,230.8094825,5.547576263,0
123,2.0,26865.4,10.44945031,304.173434,505.7093717,16.23774577,4.061094181,2.880785347,267.0596474,7.521051679,0
124,1.0,28918.4,7.822528491,369.2642227,432.28527,16.26629669,4.306082844,3.772886607,231.2487868,8.550875469,0
125,1.0,27653.2,8.912266341,369.5312064,382.9515048,6.580401551,4.103899434,3.285077052,217.2197464,10.30847766,0
126,0.0,29368.7,9.906146627,433.9522119,465.2166206,13.22103363,8.889970157,5.052736766,252.670469,4.238282525,0
127,2.0,24913.8,9.616330437,362.30018,363.1685384,11.54266178,4.230050528,4.412589537,207.7168244,7.371085073,0
128,2.0,16600.4,6.094000531,311.2961574,504.0505391,15.03504691,9.432336946,3.809841654,228.3008604,11.18069466,0
129,0.0,17087.1,6.201982767,326.6623683,481.7719343,16.53518593,3.854515663,3.548775589,202.2859379,6.506487767,0
130,1.0,10909.2,3.749625148,240.9367221,437.9090052,15.26474235,4.17752026,3.812952926,151.8896001,6.643935775,0
131,2.0,34971.8,7.121477448,320.115497,500.6373262,18.31249854,4.161898937,3.244948477,155.3214775,5.03377399,0
132,2.0,17973.2,4.916302562,275.9082279,439.6480512,18.38071193,4.034372815,2.612248953,155.7404952,6.912607562,0
133,1.0,32170.1,9.635636083,399.5831549,473.6624528,11.7283382,3.211529704,3.5521295,245.8951304,7.977635991,0
134,0.0,35957.8,8.130472208,379.5277063,360.0604774,20.09841289,3.758078026,4.201580906,197.5019119,6.078335837,0
135,0.0,28149.4,7.1304368,319.3067851,448.2425267,19.37009087,4.126157795,4.508705098,191.9087295,6.242414484,0
136,1.0,14775.1,7.484103647,305.8285533,327.2702387,12.30901596,4.249044432,3.467336915,160.7673113,6.06335479,0
137,1.0,27834.2,9.006007747,334.4385388,397.0214276,15.93626168,8.822946553,3.362537135,177.8989666,8.129585514,0
138,1.0,13041.8,5.820655208,327.118824,433.3816667,14.13906591,4.167424512,3.762719837,202.0136426,9.562405944,0
139,2.0,27141.4,7.262416639,344.1611343,525.5987875,16.142284,4.208140929,4.289395484,200.9137547,8.167792632,0
140,1.0,15791.7,5.912690624,316.9594896,672.5569992,20.18405147,4.024660117,3.568991708,270.0227059,8.594416135,0
141,1.0,20944.6,4.963124049,365.0609657,566.339294,11.3188066,4.014664493,3.679795035,167.3861273,8.999498939,0
142,0.0,46140.1,6.137757462,352.7021822,373.4272355,12.60638165,4.090206032,3.027449578,187.0517097,6.825467901,0
143,1.0,25145.0,7.923315375,338.2138034,469.4869612,15.99341035,8.935658482,4.157656628,204.2742411,7.861177701,0
144,0.0,21802.7,6.250578031,311.598136,386.4133315,18.03523754,4.005662287,3.421766849,220.8486386,4.96577356,0
145,2.0,13442.6,5.81902294,325.9065618,533.7958508,14.68753934,4.118793784,3.549298841,192.9370271,6.207432968,0
146,0.0,20067.1,8.071051029,344.6185348,490.9097122,17.32294643,4.290038275,4.417559791,157.0012874,5.187471605,0
147,2.0,8471.7,8.349709767,359.2685426,353.1964755,15.04708691,3.982396816,4.636556195,264.2656543,9.769251006,0
148,2.0,23641.7,6.92570608,333.1483177,417.1670729,16.67018392,9.021665698,4.920091158,152.8624335,9.63066548,0
149,1.0,20060.1,6.913910914,330.1278686,368.8154286,15.14034849,9.203461473,3.203257896,104.752425,5.187471605,0
150,2.0,16312.2,9.900546897,358.5662821,420.5341718,10.53939227,9.235041328,2.927066767,199.6529996,7.633570088,0
151,0.0,24909.4,6.53126127,297.0093194,313.7019343,11.704789,8.924637933,4.688959065,155.0508931,5.77119905,0
152,0.0,17657.1,4.506293474,290.2898943,254.3932756,9.847655276,4.314145419,4.575931872,197.2269809,6.579969329,0
153,0.0,13556.7,8.977286381,322.062447,587.3950117,12.40136807,4.143582031,4.418638132,180.7728708,4.801154368,0
154,1.0,19129.5,5.851964962,327.8948212,434.6554586,8.663293701,4.22396892,3.692250861,238.2364097,7.948815718,0
155,1.0,19991.2,7.302351651,340.1060278,356.4591369,9.614106025,4.129110554,2.124759352,216.7852908,6.906992172,0
156,2.0,22452.1,6.773698986,343.6358213,395.3417753,14.90308047,4.221346716,4.444350199,281.268667,7.146019716,0
157,1.0,12224.3,4.646211053,308.5648863,399.2713589,11.87679667,4.141333677,3.463172548,190.7794599,6.890274539,0
158,0.0,34406.8,8.679151556,384.8553815,477.3433686,13.80171218,4.248391531,3.771944146,212.5813664,8.461330874,0
159,2.0,21667.9,6.313181872,340.2731714,472.2589937,14.39986002,3.626419781,3.720636904,233.9478637,7.726134808,0
160,1.0,19549.5,8.76967029,297.8413813,438.8657751,16.62465362,4.18888184,3.777737414,247.6615733,7.32250205,0
161,0.0,22821.3,8.549738274,367.9755579,380.1972,10.85928728,4.341947435,4.601860959,241.875105,8.927078148,0
162,0.0,17358.8,8.214938853,328.282029,481.1956735,14.27409228,4.154470223,4.334615732,153.2211063,6.20801554,0
163,2.0,9615.8,7.62791913,277.9517037,415.0087369,16.43584291,3.945340303,4.633823862,141.4924095,6.128425635,0
164,0.0,11981.7,9.189106138,339.9839346,416.5889058,14.07922835,4.155212755,2.678910713,202.2548328,6.425873866,0
165,2.0,14600.5,8.105802882,384.5648525,415.6072778,16.7616247,4.247598082,3.696119712,274.7049505,7.308048848,0
166,0.0,39906.2,6.554996213,288.2315179,515.386742,13.51607813,3.726034872,4.353238589,170.0992357,10.067633,0
167,2.0,26473.7,6.967094562,352.3065857,309.9832868,17.66508338,4.243696941,5.263101572,201.5687241,8.640886409,0
168,1.0,20406.9,6.810069235,355.2659229,482.3300548,12.33777643,4.270824189,4.102529482,205.5094572,7.174135163,0
169,2.0,10280.9,5.828357794,267.6368856,487.9083272,11.94347658,9.035285084,2.905788134,127.1448918,8.153210075,0
170,2.0,35216.4,6.440999766,347.0622407,399.4836212,16.06566794,8.787774808,3.954715283,206.1604149,8.29372011,0
171,0.0,21136.3,6.689877625,301.3071729,332.7375865,9.745282009,4.363480011,3.310858508,233.850345,6.000723336,0
172,0.0,26009.1,7.074531321,372.6002964,344.7679244,14.44223828,4.299951787,3.706601792,237.6773831,10.7618978,0
173,1.0,15513.7,4.735332224,266.5622105,277.9700697,16.69821637,8.823830329,4.219967522,234.0699652,9.489972878,0
174,1.0,7695.1,4.845205476,292.5158245,507.4454883,15.52665845,8.908915648,4.588784657,190.7990441,7.830976343,0
175,2.0,28862.3,8.961372377,298.3794584,434.7812671,17.29929446,4.15954694,4.384565156,139.6857588,4.430281212,0
176,2.0,23783.1,7.75128544,340.9836834,579.2203941,13.4863791,4.153403025,3.556297467,201.1868045,7.240739639,0
177,2.0,19517.7,8.764168678,368.8210368,251.0208987,12.80458815,3.905036465,3.665521764,260.2053596,6.411525836,0
178,2.0,24112.2,5.529942236,297.6555749,484.1229389,11.482687,4.194256465,3.82359504,174.1849764,6.867301322,0
179,0.0,30989.9,8.830102319,348.8681541,341.3885767,9.300117278,4.388922951,4.615886181,200.2781822,6.129637015,0
180,2.0,27192.3,9.220128211,424.7879959,358.7817362,15.05431287,4.057673697,3.659484625,278.056321,7.917049443,0
181,0.0,29136.8,7.685775096,345.7516385,475.3413507,12.32123216,3.978514939,4.850433708,181.8734217,6.511618075,0
182,2.0,37625.8,8.879822934,380.576472,580.8977004,12.29380305,4.030872484,2.880721846,232.36858,5.323815584,0
183,1.0,11067.2,7.121263609,305.7949503,289.5424601,18.54590296,4.143159667,5.22054027,168.9370725,6.769572869,0
184,1.0,13652.3,5.701659125,279.7824004,538.4954044,12.03404227,4.232761514,4.032259504,141.6152867,5.87797404,0
185,0.0,9472.6,6.105708489,319.5764202,259.6368031,15.62561667,3.98808295,2.768238928,201.955208,9.534021716,0
186,0.0,45222.5,5.809031562,363.0057551,435.5004571,11.38593727,8.8053811,3.686001324,225.0281485,6.340027628,0
187,1.0,27088.5,7.897856522,345.1798873,512.2773101,16.91214158,4.296819485,3.67043101,284.0983515,8.66159243,0
188,0.0,16462.5,6.501596205,299.6446114,272.4405583,13.79526446,8.973281909,5.198985504,146.5902323,5.653506135,0
189,1.0,25839.9,7.658746878,312.2470431,327.2480786,19.40914656,8.926869961,4.194313129,112.2994855,6.626012184,0
190,1.0,18344.7,7.567676884,338.2295973,371.216973,9.039042454,4.347539692,4.172935335,176.8664829,7.793833573,0
191,2.0,18371.1,6.297542536,246.9426113,387.6295723,16.57598077,3.967097157,3.377337638,261.5661726,7.59312765,0
192,2.0,16268.4,5.317019275,316.9186485,419.2584481,16.02424609,4.184777927,4.408513182,185.692181,7.362736502,0
193,0.0,16002.1,4.405034532,271.6705616,499.8441671,13.0768589,8.85776278,4.205809732,129.8238585,9.320305445,0
194,0.0,23590.9,7.683742221,351.5554822,427.4959312,20.39378167,3.67895378,2.718397734,248.8592673,3.719791644,0
195,1.0,20571.8,8.984236816,360.3229762,336.8314548,17.74599613,4.286400597,2.951644715,216.4411715,6.655605026,0
196,2.0,15326.9,3.35159782,297.0841735,424.2928308,19.18844138,4.263672541,3.355489791,214.1662353,9.868877881,0
197,1.0,35370.7,7.98964067,180.2067464,469.4130904,13.28155615,4.356615435,4.726845017,229.1921395,5.590614436,0
198,2.0,31344.5,7.761431064,318.7227507,306.872526,13.97480047,8.960877076,2.095914087,229.1228286,5.554436511,0
199,2.0,11215.9,5.366011336,261.4447977,445.2414569,18.57592068,8.941760563,4.460200984,125.4748835,4.126528715,0
200,2.0,16324.1,5.293918607,315.1861206,327.786642,13.32598708,3.702640555,5.428674072,230.4493293,5.970035657,0
201,0.0,16162.3,4.933662227,352.3534309,448.8460364,8.816486899,8.978373312,4.600927569,229.7713495,7.865756954,0
202,1.0,12975.9,6.600853064,315.9011216,493.4654399,12.98710649,8.955341934,3.629749331,183.5003784,8.369154354,0
203,0.0,12206.7,7.910711202,351.5732575,395.2610634,13.24613956,4.093139273,3.377132289,190.0176486,6.284248242,0
204,2.0,6040.4,7.20541412,333.0524907,316.5358711,11.76830935,3.278097748,4.153347001,161.8963622,11.26782838,0
205,1.0,13990.5,4.24970162,375.4340325,399.4773578,15.36588356,8.883493887,3.681324244,163.0388346,9.298018008,0
206,2.0,7769.6,7.205262042,258.3128794,407.7322172,16.42004096,4.159133327,4.2369473,154.2657803,7.895469246,0
207,0.0,34440.8,6.95828321,390.1042229,425.627814,13.74926131,4.054144099,3.70085384,269.809407,7.947485786,0
208,0.0,14962.2,7.428313128,336.9729496,517.5128415,18.85851888,4.195146477,4.182277582,224.2663577,10.02615916,0
209,2.0,34864.4,8.951692285,385.5056354,324.5098409,12.6965448,9.172236901,4.592073571,225.4819088,6.48819324,0
210,2.0,22244.2,6.59776434,352.563987,465.6164808,14.83810023,4.367201497,4.689315048,207.7254552,5.869736755,0
211,2.0,21410.3,6.324879789,335.8458627,382.197839,9.500295529,8.954449398,3.659974812,220.8137025,5.140800528,0
212,0.0,25299.5,6.28604311,300.5006892,497.7903905,15.01303033,4.128995768,4.165723664,160.9683582,5.30414266,0
213,2.0,11642.7,5.890684294,276.4022799,363.5063443,10.7401459,3.923443706,3.462763987,186.9182451,7.533614823,0
214,1.0,18195.0,7.923973951,371.1464579,288.3651931,13.30669203,3.606164919,2.758658531,207.8380479,4.077607725,0
215,1.0,37928.1,5.609440346,390.2766084,358.8887676,12.20710849,4.278329875,3.87385335,105.8592636,6.166348223,0
216,0.0,4304.5,3.615890517,259.3733218,400.9043497,12.99301224,4.172882881,3.416539753,189.1453777,7.086168401,0
217,0.0,24846.1,8.372997049,269.4901733,543.3917436,17.91652637,8.898876779,5.303581361,213.444685,6.271012171,0
218,2.0,17162.4,7.841541553,397.4319622,514.421722,14.5297793,4.12000742,3.450745892,276.7335689,7.957768344,0
219,1.0,28487.7,5.31873198,351.9607232,474.772519,14.68397047,3.981154588,4.006991559,228.9215872,8.875642278,0
220,0.0,18257.6,7.472249066,313.7765458,462.4024491,13.93214538,3.992421032,4.358298341,192.447171,9.341091803,0
221,1.0,25648.6,7.222971557,295.2368921,374.7703158,14.03826326,4.321470172,3.539771111,141.1289215,6.613709118,0
222,1.0,16724.0,7.675826174,282.5398923,595.3292635,18.75613937,4.159551284,2.148611536,137.3181658,7.735705022,0
223,2.0,10704.6,6.110019418,351.5974227,405.9001841,13.55036657,4.102026133,4.703803489,238.7133934,9.925041328,0
224,1.0,19523.1,7.244753274,330.3615123,366.4917287,15.68940449,4.037728346,4.904837415,202.9907653,9.00258311,0
225,1.0,26307.3,10.2198041,380.2014982,513.8775793,18.27241832,4.133968831,4.35219347,273.4084481,5.095766465,0
226,0.0,23220.1,6.394463065,383.9625918,588.8527329,13.579996,8.936216798,4.754072499,263.7645927,8.594677108,0
227,0.0,8580.2,4.210284081,234.8526993,434.7477154,23.39951606,9.111125829,3.887680685,112.820254,7.083779061,0
